seller_id,order_volume_perf,late_rate,severe_late_rate,avg_delay,revenue,avg_review,low_review_rate,review_variance,order_volume_rev,seller_risk_index
e9d99831abad74458942f21e16f33f92,130,0.09395973154362416,0.0738255033557047,-9.194630872483222,9824.44,3.9452054794520546,0.1476510067114094,1.8590458195559758,130,0.11610858650987081
f0b47fbbc6dee9aafe415a6e33051b3f,68,0.09302325581395349,0.023255813953488372,-12.08235294117647,8568.09,4.232558139534884,0.13953488372093023,1.8041039671682635,68,0.09305728581532437
16090f2ca825584b5a147ab24aa30c86,402,0.09268292682926829,0.05365853658536585,-9.027093596059114,32015.73,4.044226044226044,0.14390243902439023,1.732029387201801,402,0.1374797037416166
54a1852d1b8f10312c55e906355666ee,200,0.09268292682926829,0.07317073170731707,-10.236453201970443,21782.48,4.349753694581281,0.08780487804878048,1.327561820221431,200,0.11300083987726903
634964b17796e64304cadf1ad3050fb7,268,0.09202453987730061,0.0736196319018405,-9.61609907120743,83435.13,3.8584615384615386,0.19325153374233128,2.189781576448244,268,0.13343420306826234
8d956fec2e4337affcb520f56fd8cbfd,211,0.09170305676855896,0.03056768558951965,-10.078947368421053,17026.65,4.206140350877193,0.10043668122270742,1.433089883298554,211,0.116785293464943
f262cbc1c910c83959f849465454ddd3,192,0.09134615384615384,0.04807692307692308,-9.299019607843137,15215.65,4.086956521739131,0.16826923076923078,1.8758970029548323,192,0.11762457101838351
7c67e1448b00f6e969d365cea6b010ab,982,0.09117432530999271,0.06929248723559446,-10.886196769456681,521004.5,3.3473451327433628,0.2910284463894967,2.403985566404336,982,0.18768504967081548
ce248b21cb2adc36282ede306b7660e5,65,0.09090909090909091,0.06060606060606061,-9.861538461538462,17877.42,4.184615384615385,0.13636363636363635,1.840384615384616,65,0.09101856892771311
23d7c96d4a1160db1c726b248601b25a,53,0.09090909090909091,0.05454545454545454,-10.307692307692308,13996.48,3.8076923076923075,0.18181818181818182,1.9230769230769234,53,0.09523745198408737
8e8a7ce9f2f970dc00e2acf6f6e199f6,65,0.09090909090909091,0.045454545454545456,-10.4375,10575.5,4.0625,0.10606060606060606,1.3611111111111107,65,0.09375451170968226
391fc6631aebcf3004804e51b40bcf1e,526,0.09061488673139159,0.059870550161812294,-11.044262295081968,71412.02,3.952224052718287,0.16828478964401294,1.9069546163842068,526,0.14369166835022817
cfb1a033743668a192316f3c6d1d2671,147,0.09042553191489362,0.05319148936170213,-10.950819672131148,31553.28,3.907103825136612,0.19680851063829788,2.2715426649852875,147,0.1156548682017569
5343d0649eca2a983820bfe93fc4d17e,71,0.09009009009009009,0.05405405405405406,-12.090909090909092,23271.66,3.6132075471698113,0.27927927927927926,2.639442946990117,71,0.10663246739013992
4a3ccda38b2129705f3fb522db62ca31,66,0.08974358974358974,0.0641025641025641,-10.561643835616438,27052.49,3.717948717948718,0.24358974358974358,2.516816516816517,66,0.10149258046805779
4c2b230173bb36f9b240f2b8ac11786e,261,0.08959537572254335,0.049132947976878616,-7.947521865889213,34161.87,3.757309941520468,0.24566473988439305,2.565562243830493,261,0.13278061318655707
522620dcb18a6b31cd7bdf73665113a9,174,0.08888888888888889,0.07222222222222222,-13.53370786516854,70930.75,3.914285714285714,0.18333333333333332,2.285714285714287,174,0.11728629948893626
6a8b085f816a1f75f92dbac6eb545f8f,127,0.08888888888888889,0.05925925925925926,-9.488721804511279,9264.76,4.140740740740741,0.1111111111111111,1.5845218352681036,127,0.1041580736440705
1f50f920176fa81dab994f9023523100,1404,0.088659793814433,0.059278350515463915,-10.206201550387597,295235.71,3.98287493513233,0.18041237113402062,2.0988758426061116,1404,0.16133767852993464
620c87c171fb2a6dd6e8bb4dec959fc6,740,0.0885286783042394,0.06608478802992519,-13.256050955414013,146324.44,4.209183673469388,0.13591022443890274,1.8080381577918534,740,0.13898123887496458
de23c3b98a88888289c6f5cc1209054a,164,0.08839779005524862,0.049723756906077346,-9.9438202247191,34646.6,4.3,0.10497237569060773,1.473743016759777,164,0.10496611535707218
f84fa566034f5e8e880a07ec624c56af,91,0.08823529411764706,0.06862745098039216,-7.55,7739.09,4.267326732673268,0.11764705882352941,1.6178217821782177,91,0.0934967885113866
0dd184061fb0eaa7ca37932c68ab91c5,161,0.08808290155440414,0.06735751295336788,-10.564766839378239,35563.1,3.9476439790575917,0.15025906735751296,1.860402314687241,161,0.11351840478071733
9c0e69c7bf2619675bbadf47b43f655a,157,0.08737864077669903,0.043689320388349516,-7.49,65247.45,4.024752475247524,0.1553398058252427,1.9844588936505605,157,0.1099105287863842
a420f60ff1aa9acc80d0e42959f2b313,67,0.08695652173913043,0.07246376811594203,-12.18840579710145,8983.91,3.925373134328358,0.15942028985507245,1.9185888738127546,67,0.0934723148443707
